error_translation,error_roll,error_pitch,error_yaw,quality,uncertainty,predict_time,correct_time,reseed_time
0.036597,0.000000,0.000000,0.000000,0.250000,0.157274,0.000000,0.000000,0.000000
0.036597,0.000000,0.000000,0.000000,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,-0.000000,0.000000,0.000019,0.250000,0.157274,656001.000000,0.000000,0.000000
0.036600,0.000000,-0.000000,-0.000019,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,658533.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,488893.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,488893.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,0.000000,0.000000,0.000000
0.036594,0.000512,0.000824,0.000036,0.250000,0.157274,0.000000,0.000000,0.000000
0.036597,0.000512,0.000824,0.000018,0.250000,0.157274,515688.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,793756.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,565295.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,565295.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,702128.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,697782.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,553424.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,553424.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,666381.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,730002.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,607861.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,607861.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,1045271.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,955680.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,641948.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,659704.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,616724.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,622107.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,563921.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,702070.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,614256.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,567404.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,766935.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,837005.000000,0.000000,0.000000
0.036591,0.000512,0.000824,0.000055,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,852211.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,593366.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,880743.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,847127.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,804826.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,977188.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,905828.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,1189624.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,1109700.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,1372402.000000,0.000000,0.000000
0.036499,-0.000164,-0.000238,-0.000882,0.250000,0.157274,0.000000,0.000000,0.000000
0.036723,0.000472,-0.000701,-0.001797,0.250000,0.157274,0.000000,0.000000,0.000000
