error_translation,error_roll,error_pitch,error_yaw,quality,uncertainty,predict_time,correct_time,reseed_time
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,517087.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,517087.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,896379.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,768162.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,768162.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,1140348.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,1372897.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,684882.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,684882.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,814004.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,0.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,680103.000000,0.000000,0.000000
0.021338,-0.000004,0.000173,-0.000776,0.250000,0.168942,690718.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,690718.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,987700.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,987700.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,916149.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,1065660.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,1065660.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,671907.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,519776.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,334186.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,334186.000000,0.000000,0.000000
0.021088,-0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,0.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,0.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,458936.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,0.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,0.000000,0.000000,0.000000
0.021089,-0.000000,-0.000000,-0.000019,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,551866.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,347416.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,347416.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,428874.000000,0.000000,0.000000
0.021088,0.000000,0.000000,0.000000,0.250000,0.168942,0.000000,0.000000,0.000000
