error_translation,error_roll,error_pitch,error_yaw,quality,uncertainty,predict_time,correct_time,reseed_time
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,814353.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,678792.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,1355871.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,1355871.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,712693.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,836725.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,817769.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,906304.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,907287.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,784945.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,1380938.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,1369158.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,660463.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,660463.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,913258.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,883285.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,700578.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,700578.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,994691.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
0.071093,0.000000,0.000000,0.000000,0.250000,0.172163,0.000000,0.000000,0.000000
